Symbol	logFC_tum	logFC_norm	delta_logFC
ADSL	0.414511538461537	1.22270098522167	-0.8081894467601329
ADSS1	0.0874000000000001	-1.89968177339901	1.98708177339901
ADSS2	0.900234615384615	-0.0857847290640343	0.9860193444486494
ADTRP	1.09985	-3.41593793103449	4.51578793103449
AEBP1	0.51571923076923	0.173839901477844	0.341879329291386
AEBP2	1.31545769230769	-0.0897182266009846	1.4051759189086745
AEN	0.0007730769230782	2.37812068965517	-2.3773476127320916
AFAP1	1.95181153846154	2.38922610837438	-0.43741456991284
AFAP1L1	1.02177692307692	0.209791625615763	0.811985297461157
AFAP1L2	3.48003461538462	-5.63992660098522	9.11996121636984
AFDN	0.802857692307693	-2.13587684729064	2.938734539598333
AFF1	0.941834615384616	-0.322784236453204	1.2646188518378199
AFF2	1.63956923076923	0.483112315270937	1.156456915498293
AFF3	-0.584830769230769	-0.079339901477832	-0.5054908677529371
AFF4	1.34112307692308	0.894715763546793	0.4464073133762869
AFG1L	0.285126923076923	1.32956600985222	-1.0444390867752968
AFG2A	1.10682692307692	0.190266009852217	0.9165609132247031
AFG2B	0.867153846153847	-0.537158620689651	1.404312466843498
AFG3L2	0.339573076923076	-0.167693103448276	0.507266180371352
AFM	0.611100000000002	-2.12645172413793	2.7375517241379317
AFMID	0.860365384615384	-0.284675862068962	1.145041246684346
AFP	1.65516538461539	3.901381773399	-2.24621638878361
AFTPH	1.33498461538462	-1.16033054187192	2.49531515725654
AGA	1.10092692307692	0.226059605911331	0.8748673171655891
AGAP1	0.736130769230769	0.961942857142859	-0.22581208791208995
AGAP2	0.604938461538462	-2.7350197044335	3.3399581659719617
AGAP3	-0.429084615384612	-1.07619458128079	0.6471099658961781
AGAP4	1.0616	-0.495752216748767	1.5573522167487672
AGAP5	1.01062692307692	-0.0166729064039415	1.0272998294808615
AGAP6	0.895819230769231	-0.376204433497537	1.272023664266768
AGAP9	1.18347307692308	-0.576277832512317	1.759750909435397
AGBL1	1.83820000000001	-0.812132512315269	2.6503325123152788
AGBL2	1.11182307692308	1.45612610837438	-0.34430303145130003
AGBL3	1.01632692307692	0.145904926108374	0.870421996968546
AGBL4	1.78894615384616	-6.65858374384235	8.44752989768851
AGBL5	0.428965384615386	0.490700985221677	-0.06173560060629096
AGER	1.17271538461539	-0.607478325123152	1.7801937097385419
AGFG1	0.954738461538462	0.83261330049262	0.12212516104584203
AGFG2	0.402730769230768	-1.88563990147783	2.288370670708598
AGGF1	1.47941538461538	1.09006354679803	0.38935183781734994
AGK	0.781880769230769	1.171160591133	-0.3892798219022311
AGL	1.57938846153846	0.583366502463053	0.9960219590754069
AGMAT	-0.0566346153846153	3.63403596059113	-3.690670575975745
AGMO	3.31998846153846	1.27043448275862	2.04955397877984
AGO1	0.735103846153847	-0.0586320197044308	0.7937358658582778
AGO2	0.56261153846154	0.433360591133003	0.12925094732853698
AGO3	1.28673461538462	0.969708866995073	0.317025748389547
AGO4	1.15419615384615	-0.628833497536945	1.783029651383095
AGPAT1	-0.145003846153846	1.27496748768472	-1.419971333838566
AGPAT2	-0.75511153846154	-0.272395566502466	-0.482715971959074
AGPAT3	-0.0949499999999999	0.459040886699505	-0.5539908866995049
