Symbol	logFC_tum	adj_tum	logFC_norm	adj_norm	dir_tum	dir_norm	sig_tum	sig_norm	delta_logFC
ACTL6B	0.821342307692312	0.300923136005066	-1.72801477832512	3.53333880119552e-09	NS	DOWN	False	True	2.549357086017432
ACTL8	-0.0614538461538467	0.959856138517842	3.23893152709359	1.03582210069029e-32	NS	UP	False	True	-3.300385373247437
ACTN1	-0.148215384615384	0.694287083068103	2.30384482758621	2.47879332329897e-127	NS	UP	False	True	-2.452060212201594
ACTN2	-0.0714230769230766	0.947833985535106	-1.40464975369458	9.9612555163328e-21	NS	DOWN	False	True	1.3332266767715033
ACTR3	0.964503846153844	0.0128520948203091	1.80840197044335	3.70021230291832e-128	NS	UP	False	True	-0.8438981242895061
ACTR3C	0.816207692307691	0.351127942467053	-2.4012842364532	3.0131177325411797e-43	NS	DOWN	False	True	3.217491928760891
ACTR8	0.560507692307692	0.0191091994620228	1.00848571428571	1.68049246940839e-121	NS	UP	False	True	-0.44797802197801795
ACTRT3	1.14460384615385	0.0321572888091563	3.22913793103449	5.5035076907176395e-160	NS	UP	False	True	-2.08453408488064
ACVR1B	0.722788461538462	0.0022357693438535	-1.73836502463054	1.83785979613179e-133	NS	DOWN	False	True	2.461153486169002
ACVRL1	0.758834615384615	0.0118301325458855	1.30948916256158	2.0869465786730399e-50	NS	UP	False	True	-0.550654547176965
ACY3	1.98411153846154	0.0274936854934307	-3.24306699507389	3.66674860819554e-29	NS	DOWN	False	True	5.22717853353543
ADA	0.364961538461539	0.276934271380886	1.8817118226601	1.88562985196059e-103	NS	UP	False	True	-1.516750284198561
ADAD2	0.0386269230769223	0.971817053162996	-9.0019566502463	8.838393637039431e-151	NS	DOWN	False	True	9.040583573323222
ADAL	1.20958846153846	0.0018555160911332	1.85855024630542	9.83786016100964e-122	NS	UP	False	True	-0.64896178476696
ADAM10	1.11950769230769	0.0085130759067378	2.99895714285714	6.2518882566212305e-201	NS	UP	False	True	-1.8794494505494501
ADAM11	-0.935065384615385	0.117739215027614	-1.86652807881774	1.4645392502260401e-58	NS	DOWN	False	True	0.9314626942023551
ADAM12	1.28307692307692	0.0051444195930295	6.82996699507389	6.86502385017317e-198	NS	UP	False	True	-5.54689007199697
ADAM15	-0.360353846153848	0.0598390498850066	-2.37021477832512	8.709064566555189e-221	NS	DOWN	False	True	2.0098609321712724
