Symbol	logFC_tum	adj_tum	logFC_norm	adj_norm	dir_tum	dir_norm	sig_tum	sig_norm	delta_logFC
ANGPTL7	5.54439230769231	1.04766685053274e-05	-5.03373152709359	8.10772170851849e-76	UP	DOWN	True	True	10.578123834785899
ANKRD20A1	3.49455384615385	0.0005723547103801	-3.65696748768472	7.661829222216381e-37	UP	DOWN	True	True	7.15152133383857
ANKRD20A2P	3.68490384615385	0.0002607140609633	-4.0672172413793	7.12424617151343e-37	UP	DOWN	True	True	7.752121087533149
AOPEP	1.44770769230769	0.0003013780571132	-1.27049556650246	1.35877092486234e-75	UP	DOWN	True	True	2.71820325881015
ARAP2	2.20825769230769	0.0002286865378995	-7.4948881773399	3.61425424512791e-189	UP	DOWN	True	True	9.703145869647589
ARHGEF26	1.89252307692308	0.0002395844934129	-2.58700147783251	3.74660082390379e-165	UP	DOWN	True	True	4.47952455475559
ARHGEF3	1.41878076923077	0.000189508390555	-1.56288669950739	4.8381482890197004e-64	UP	DOWN	True	True	2.98166746873816
ARRDC4	1.49600384615385	0.0007164775933889	-1.83003990147783	7.85451177406714e-65	UP	DOWN	True	True	3.32604374763168
ASIC4	2.81082307692308	0.0009718125770907	-1.22504729064039	2.54926567299575e-13	UP	DOWN	True	True	4.03587036756347
ATAD2B	1.73780769230769	2.79372524766099e-06	-1.25502610837439	4.9374987337987296e-86	UP	DOWN	True	True	2.99283380068208
ATL2	1.21214615384615	0.0001861505281737	-1.29983842364532	3.97317766581411e-90	UP	DOWN	True	True	2.5119845774914698
ATP10B	2.45292307692308	0.000277163681081	-9.8809369458128	5.25082355754097e-178	UP	DOWN	True	True	12.33386002273588
ATP1B1	2.57717307692308	1.70389880588316e-05	-1.95932266009852	6.310447902963531e-65	UP	DOWN	True	True	4.5364957370216
ATP1B2	4.36639615384616	6.69006427739423e-07	-5.12661280788177	5.19553769744617e-95	UP	DOWN	True	True	9.49300896172793
ATP8A1	2.14503461538461	0.0005842811177901	-2.71730640394089	5.361214028493761e-111	UP	DOWN	True	True	4.8623410193255
AZGP1	2.74274230769231	6.45380034399129e-05	-8.46538128078818	4.25372325975957e-238	UP	DOWN	True	True	11.20812358848049
B3GAT2	2.44058846153846	4.11421241173633e-05	-2.59474679802956	2.5176971573502197e-125	UP	DOWN	True	True	5.03533525956802
B3GNT7	2.05841923076923	0.0002712173470559	-3.5898921182266	5.21296032582013e-87	UP	DOWN	True	True	5.64831134899583
B4GALNT3	2.00198846153846	0.0003695614876899	-8.93917881773399	4.91669621931009e-215	UP	DOWN	True	True	10.94116727927245
B4GALNT4	2.71566153846154	0.0002047736713563	-1.34584236453202	1.75983420941135e-29	UP	DOWN	True	True	4.06150390299356
BBS2	1.53197307692308	4.34797235383562e-06	-1.0117960591133	2.2133565724562997e-57	UP	DOWN	True	True	2.5437691360363797
BCL6	1.57016538461539	2.57161083586922e-05	-1.29802413793104	1.12847434536024e-41	UP	DOWN	True	True	2.8681895225464302
BIRC3	2.36817307692308	0.0001947600052706	-1.16611280788177	1.0016275921359599e-12	UP	DOWN	True	True	3.53428588480485
BMF	1.36498076923077	0.0005691710324579	-1.15190640394089	5.71855035439972e-20	UP	DOWN	True	True	2.5168871731716598
BMP2	2.41208461538462	3.87763441391269e-05	-4.80956059113301	1.64509138576741e-144	UP	DOWN	True	True	7.22164520651763
BMP6	2.03591538461538	4.27735874875375e-05	-1.67245221674877	3.53159755794635e-21	UP	DOWN	True	True	3.7083676013641504
BTBD16	3.36105384615385	0.0002837262419745	-9.88817980295566	1.4880351462441999e-161	UP	DOWN	True	True	13.24923364910951
BTG2	1.08038461538462	0.0009650101030473	-2.86293596059113	1.76548401543094e-110	UP	DOWN	True	True	3.9433205759757497
C1QTNF3	3.67223461538462	4.91506321158176e-06	-2.42319704433497	2.0399009137837803e-121	UP	DOWN	True	True	6.0954316597195906
C1QTNF4	3.13187307692308	0.0001058944374808	-3.2734078817734	1.37758250172789e-61	UP	DOWN	True	True	6.40528095869648
C21orf62	2.96202307692308	0.0003235786359232	-1.18373152709359	8.01206299093569e-06	UP	DOWN	True	True	4.14575460401667
C2orf92	2.35983846153846	0.0001644294052745	-1.52169408866995	4.1758354533315204e-91	UP	DOWN	True	True	3.8815325502084104
C4orf19	3.92399230769231	9.09650335283288e-05	-4.71946798029556	3.2094948721340102e-93	UP	DOWN	True	True	8.643460287987871
C5orf58	3.92148846153846	0.000473467840791	-6.31707980295565	1.01356106369741e-79	UP	DOWN	True	True	10.23856826449411
CA13	2.13241538461538	0.000987421835241	-2.07901822660098	1.1068942142612e-138	UP	DOWN	True	True	4.21143361121636
CADM1	2.31698846153846	0.0004020466766733	-5.1091354679803	6.72440349341691e-147	UP	DOWN	True	True	7.42612392951876
CADM4	2.55004230769231	1.93530095040053e-05	-3.80263349753695	2.49135109881755e-222	UP	DOWN	True	True	6.352675805229261
CALCOCO1	1.04196923076923	2.85001413937213e-05	-1.21837339901478	1.24469040703425e-79	UP	DOWN	True	True	2.2603426297840103
CATSPERG	1.53520384615385	0.0003467910675272	-4.06326305418719	9.809094115315261e-120	UP	DOWN	True	True	5.59846690034104
CBLN4	3.89335384615385	7.14801506793878e-05	-2.78585714285713	1.43186295919072e-34	UP	DOWN	True	True	6.67921098901098
CCDC146	1.85706153846154	1.24840683262833e-05	-2.26992758620689	2.74537748232708e-109	UP	DOWN	True	True	4.12698912466843
CCDC186	1.96191153846154	3.53603267313139e-05	-1.10849556650246	9.551907446066281e-61	UP	DOWN	True	True	3.070407104964
CD200R1	2.28020769230769	0.0001047893375578	-3.23152807881773	6.86139178543631e-37	UP	DOWN	True	True	5.51173577112542
CD33	1.49246153846154	0.0008181906762872	-7.29478078817733	1.5265577731195201e-109	UP	DOWN	True	True	8.78724232663887
